,text,label
400,i are just relaxing together and i feel ecstatic and blissfully happy because i know he loves me and i love him,joy
401,ive filled in some of the holes beneath my desk with foil as i feel distressed by the idea of losing one of my sewing machine feet or the bobbin case down there,fear
402,i would say just try being kind to yourself and feel proud for another day without alcohol x,joy
403,i dolphins feel sweet taste of victory defeat cincinnati bengals in overtime a href http twitter,joy
404,i feel superior but in the end i feel worthless and i feel everyone else to be just as worthless,joy
405,i have been feeling extraordinarily indecisive about which innocent crush fabrics i love the most,fear
406,i don t like pushy sales folk and ask for help when i need it but sometimes i struggle and feel too proud to reach out and that s when i need others to reach out their hand,joy
407,i could still feel all romantic ish,love
408,im betraying my youth and class origins here but the working world still feels very strange to me,fear
409,i feel stupid because i didnt buy in sooner,sadness
410,i feel like if he was innocent he wouldn t feel like he has anything to prove,joy
411,i can feel her pissed off attitude towards me from far away,anger
412,i feel that the pagers definitely damaged the deaf community social time,sadness
413,i feel restless and move walking a long way to find another right place,fear
414,ill be turning a year older with you oyyy you feel special noh,joy
415,im kind of embarrassed about feeling that way though because my moms training was such a wonderfully defining part of my own life and i loved and still love,love
416,i did not feel intimidated by the wealth of past greek writing but was instead inspired soothed relaxed stimulated by the landscape the legends and the history,fear
417,im feeling artistic here are a couple of drawings i did in the dust on ms car after it rained a couple of months ago,joy
418,i love being swung around the dance floor with him leading making me feel graceful,joy
419,i stop working on my homework and take a break without feeling irritable,anger
420,im not feeling very graceful today,joy
421,i thought i would miss feeling useful,joy
422,i am right now made me feel special,joy
423,i enjoyed it for the most part for an entertainment value due to it being a fast and mostly fun read i also had several qualms with it at the same time that left me feeling dissatisfied,anger
424,i believe everyone can feel energetic after listening,joy
425,i still can t shake the feeling of him loving us both equally,love
426,i have been a pro at hiding my true feelings but the cracks are coming through so i am going to repair them and throw myself into being the supporting happy rock again,joy
427,i would come inside in the evenings bone weary and covered in muck feeling like i was finally accomplishing something worthwhile something in which i could have real pride and joy,joy
428,i find enlightening and brilliant when i am feeling joyful can be annoying and slightly grating when the cluttered mind gets going,joy
429,i feel tortured,anger
430,i have a feeling he would ve got something much cheaper and less fabulous,joy
431,i feel greedy to want it to recede some more but there you have it i do want that,anger
